CNAE,Estoque,Admissoes,Desligamentos,Ano,Mes
2005311,120327,100618,1930346,2022,4
8081958,439781,398882,9107688,2022,4
961653,44908,36478,1139009,2022,4
955130,21549,17962,1025144,2022,4
164174,7601,6536,187164,2022,4
1194220,70313,59723,1420333,2022,4
4806781,295410,278183,5336038,2022,4
5390323,166967,131760,5864765,2022,4
982469,14461,7297,1061338,2022,4
1908566,62681,44872,1978457,2022,4
2499288,89825,79591,2824970,2022,4
203,132,105,829,2022,4
1302742,56010,44442,1368034,2022,4
266757,13299,10115,262845,2022,4
1033870,42667,34292,1102891,2022,4
2115,44,35,2298,2022,4
-60,1,0,-53,2022,4
39568756,2001633,1723811,43437218,2022,5
1520107,124210,95954,1775461,2022,5
7780799,312243,266335,8463692,2022,5
222128,6151,4632,252243,2022,5
7085654,292414,251032,7704960,2022,5
129964,1544,1689,132978,2022,5
343053,12134,8982,373511,2022,5
2093460,206608,172756,2584171,2022,5
8969082,456445,408547,9687547,2022,5
19205368,902127,780212,20926400,2022,5
2424831,107505,93262,2544151,2022,5
2005311,124797,103343,1948734,2022,5
8081958,453551,405760,9172099,2022,5
961653,45771,37506,1147718,2022,5
955130,21246,18341,1028768,2022,5
164174,7843,7111,187603,2022,5
1194220,72932,60344,1431766,2022,5
4806781,305759,282458,5376244,2022,5
5390323,161275,133014,5882748,2022,5
982469,12934,7333,1067319,2022,5
1908566,57393,44796,1978270,2022,5
2499288,90948,80885,2837159,2022,5
203,155,114,845,2022,5
1302742,54844,44719,1377823,2022,5
266757,12060,9562,264985,2022,5
1033870,42737,35119,1110533,2022,5
2115,47,38,2305,2022,5
-60,0,7,-53,2022,5
39568756,1933320,1648040,43662556,2022,6
1520107,126105,90045,1791684,2022,6
7780799,296441,254261,8514037,2022,6
222128,5734,4381,253812,2022,6
7085654,277279,239001,7751173,2022,6
129964,1720,1544,133449,2022,6
343053,11708,9335,375603,2022,6
2093460,196312,166001,2616526,2022,6
8969082,443512,394498,9728561,2022,6
19205368,870949,743234,21011808,2022,6
2424831,103816,86688,2557475,2022,6
2005311,116452,98064,1961932,2022,6
8081958,448980,384569,9209164,2022,6
961653,45912,37203,1152701,2022,6
955130,21218,17594,1031688,2022,6
164174,7177,6738,187703,2022,6
1194220,68672,57239,1441258,2022,6
4806781,306001,265795,5395814,2022,6
5390323,149699,131716,5895102,2022,6
982469,12792,6811,1074430,2022,6
1908566,48053,48240,1970392,2022,6
2499288,88854,76665,2850280,2022,6
203,142,126,857,2022,6
1302742,51860,42071,1387278,2022,6
266757,11460,9320,267369,2022,6
1033870,40352,32710,1117596,2022,6
2115,48,41,2313,2022,6
-60,1,1,-60,2022,6
39568756,1922549,1697211,43951395,2022,7
1520107,106028,89805,1799708,2022,7
7780799,305802,255457,8566555,2022,7
222128,6015,4446,255075,2022,7
7085654,287240,241027,7800191,2022,7
129964,1699,1228,133741,2022,7
343053,10848,8756,377548,2022,7
2093460,199624,167269,2652439,2022,7
8969082,445208,404194,9772932,2022,7
19205368,865881,780473,21159822,2022,7
2424831,100111,86787,2571874,2022,7
2005311,117287,104089,1979834,2022,7
8081958,444402,407337,9272205,2022,7
961653,42177,37194,1159413,2022,7
955130,20370,17450,1035913,2022,7
164174,7315,7215,188585,2022,7
1194220,68331,58839,1454965,2022,7
4806781,306209,286639,5433329,2022,7
5390323,151346,138992,5936663,2022,7
982469,14413,7302,1082940,2022,7
1908566,44112,51990,2000032,2022,7
2499288,92821,79700,2853691,2022,7
203,135,123,881,2022,7
1302742,52600,43145,1398365,2022,7
266757,12188,9804,270965,2022,7
1033870,40363,33300,1125077,2022,7
2115,49,41,2323,2022,7
-60,6,13,-61,2022,7
39568756,2084778,1795939,44229850,2022,8
1520107,105589,97565,1809395,2022,8
7780799,326726,274208,8622492,2022,8
222128,6290,5027,256135,2022,8
7085654,307342,258324,7853557,2022,8
129964,1717,1425,134032,2022,8
343053,11377,9432,378768,2022,8
2093460,214603,178690,2684135,2022,8
8969082,473137,428766,9831797,2022,8
19205368,964720,816706,21282091,2022,8
2424831,107611,93212,2586281,2022,8
2005311,127171,109269,1998206,2022,8
8081958,481894,418853,9331145,2022,8
961653,44946,38234,1167280,2022,8
955130,22131,17906,1039414,2022,8
164174,7828,6946,189270,2022,8
1194220,75552,61845,1464924,2022,8
4806781,331437,293922,5470257,2022,8
5390323,189392,147831,5959341,2022,8
982469,15809,7299,1087675,2022,8
1908566,82127,52487,2013801,2022,8
2499288,91456,88045,2857865,2022,8
203,138,114,893,2022,8
1302742,58514,47427,1406225,2022,8
266757,14119,10523,273529,2022,8
1033870,44339,36858,1130379,2022,8
2115,56,46,2317,2022,8
-60,3,4,-60,2022,8
39568756,1952180,1673725,44390222,2022,9
1520107,101929,92242,1807557,2022,9
7780799,307912,251975,8637161,2022,9
222128,5919,4859,256839,2022,9
7085654,290776,237410,7867056,2022,9
129964,1665,1374,133803,2022,9
343053,9552,8332,379463,2022,9
2093460,200740,169044,2689082,2022,9
8969082,457642,398777,9883236,2022,9
19205368,883954,761685,21373249,2022,9
2424831,100460,86053,2596340,2022,9
2005311,123114,104742,2013577,2022,9
8081958,458292,399352,9380144,2022,9
961653,44468,36601,1169203,2022,9
955130,20327,16826,1042758,2022,9
164174,7008,6323,190100,2022,9
1194220,73020,63061,1475387,2022,9
4806781,313469,276541,5502696,2022,9
5390323,148534,125856,5972302,2022,9
982469,10831,6096,1090431,2022,9
1908566,55752,41983,2020947,2022,9
2499288,81951,77777,2860924,2022,9
203,124,112,925,2022,9
1302742,53430,45570,1409961,2022,9
266757,13065,10501,275243,2022,9
1033870,40310,35008,1132410,2022,9
2115,55,61,2308,2022,9
-60,3,2,-63,2022,9
39568756,1818821,1658449,44518157,2022,10
1520107,92645,94483,1788619,2022,10
7780799,266324,251655,8610825,2022,10
222128,5845,5141,257583,2022,10
7085654,249493,235994,7839955,2022,10
129964,1241,1470,134012,2022,10
343053,9745,9050,379275,2022,10
2093460,177876,172929,2668812,2022,10
8969082,450929,399490,9989507,2022,10
19205368,831045,739887,21460451,2022,10
2424831,95889,85830,2606651,2022,10
2005311,120013,104642,2035038,2022,10
8081958,439782,390783,9429482,2022,10
961653,39854,37931,1171138,2022,10
955130,19470,16126,1045389,2022,10
164174,6770,5940,190269,2022,10
1194220,68962,58499,1484675,2022,10
4806781,304726,272287,5538011,2022,10
5390323,127057,114096,5976261,2022,10
982469,8029,5273,1092038,2022,10
1908566,43283,36137,2018345,2022,10
2499288,75745,72686,2865878,2022,10
203,150,118,949,2022,10
1302742,48154,44418,1412070,2022,10
266757,11338,9624,276729,2022,10
1033870,36772,34741,1133025,2022,10
2115,44,53,2316,2022,10
-60,2,5,-57,2022,10
39568756,1773246,1645311,44063003,2022,11
1520107,81331,100269,1750291,2022,11
7780799,231551,257887,8495637,2022,11
222128,5679,4935,257233,2022,11
7085654,215370,242471,7725909,2022,11
129964,1448,1239,132964,2022,11
343053,9054,9242,379531,2022,11
2093460,161253,181523,2591660,2022,11
8969082,483188,376917,9971852,2022,11
19205368,815914,728712,21253611,2022,11
2424831,95792,85481,2587255,2022,11
2005311,121570,100109,2034512,2022,11
8081958,442900,393562,9384249,2022,11
961653,37454,35519,1167585,2022,11
955130,17946,15315,1044383,2022,11
164174,6225,6056,189415,2022,11
1194220,65775,56487,1473859,2022,11
4806781,315500,280185,5509007,2022,11
5390323,111504,107545,5852407,2022,11
982469,6956,5349,1057658,2022,11
1908566,32039,34641,1940877,2022,11
2499288,72509,67555,2853872,2022,11
203,141,117,913,2022,11
1302742,44007,41898,1394275,2022,11
266757,11091,9605,276766,2022,11
1033870,32867,32252,1115189,2022,11
2115,49,41,2320,2022,11
-60,9,3,-48,2022,11
39568756,1408526,1863680,44153078,2022,12
1520107,64613,102941,1774745,2022,12
7780799,158245,273433,8530432,2022,12
222128,4208,4558,257614,2022,12
7085654,144563,258609,7760476,2022,12
129964,1063,2111,132884,2022,12
343053,8411,8155,379458,2022,12
2093460,113407,190559,2630721,2022,12
8969082,394201,411856,9920896,2022,12
19205368,678045,884885,21296331,2022,12
2424831,76239,95635,2590144,2022,12
2005311,105367,105893,2033490,2022,12
8081958,374078,419311,9400115,2022,12
961653,27580,31133,1168342,2022,12
955130,13419,14425,1045690,2022,12
164174,4951,5805,189588,2022,12
1194220,50376,61192,1483980,2022,12
4806781,277752,306756,5512515,2022,12
5390323,86065,209919,5871514,2022,12
982469,5788,40168,1065759,2022,12
1908566,17274,94742,1946827,2022,12
2499288,63003,75009,2858928,2022,12
203,82,118,889,2022,12
1302742,36214,54009,1400179,2022,12
266757,10556,10519,280224,2022,12
1033870,25606,43442,1117649,2022,12
2115,52,48,2306,2022,12
-60,15,6,-47,2022,12
39568756,1919999,1829924,44405597,2023,1
1520107,114111,89657,1791171,2023,1
7780799,300755,265960,8570703,2023,1
222128,5185,4804,258955,2023,1
7085654,284036,249469,7797653,2023,1
129964,1398,1478,133093,2023,1
343053,10136,10209,381002,2023,1
2093460,202675,163614,2653251,2023,1
8969082,411283,462239,9922663,2023,1
19205368,891172,848452,21467853,2023,1
2424831,94826,91937,2607442,2023,1
2005311,117103,118125,2049558,2023,1
8081958,459638,443772,9427079,2023,1
961653,38133,37376,1167280,2023,1
955130,20074,18767,1044900,2023,1
164174,7265,7092,189974,2023,1
1194220,74330,64209,1492772,2023,1
4806781,319836,316328,5532153,2023,1
5390323,167901,148794,5969516,2023,1
982469,21254,13153,1092096,2023,1
1908566,63975,58025,2006435,2023,1
2499288,82672,77616,2870985,2023,1
203,67,91,915,2023,1
1302742,51637,45733,1413343,2023,1
266757,14264,10806,282721,2023,1
1033870,37333,34873,1128318,2023,1
2115,40,54,2304,2023,1
-60,3,2,-44,2023,1
39568756,1990533,1738014,44600506,2023,2
1520107,106250,89824,1789744,2023,2
7780799,308549,268278,8591865,2023,2
222128,5822,4481,260516,2023,2
7085654,289569,252392,7815792,2023,2
129964,1783,1574,133175,2023,2
343053,11375,9831,382382,2023,2
2093460,185304,162774,2685770,2023,2
8969082,427215,425448,9941710,2023,2
19205368,963212,791690,21591458,2023,2
2424831,106861,89563,2630815,2023,2
2005311,127802,111734,2061575,2023,2
8081958,429400,402436,9459350,2023,2
961653,33707,34769,1168227,2023,2
955130,17147,17937,1044298,2023,2
164174,7013,6627,190633,2023,2
1194220,67988,59196,1501959,2023,2
4806781,303545,283907,5554233,2023,2
5390323,240732,142730,6017818,2023,2
982469,34776,8439,1103448,2023,2
1908566,117465,57857,2029576,2023,2
2499288,88491,76434,2884794,2023,2
203,103,77,896,2023,2
1302742,58314,45150,1421004,2023,2
266757,13252,10755,284068,2023,2
1033870,45029,34360,1134637,2023,2
2115,33,35,2299,2023,2
-60,3,0,-41,2023,2
39568756,2205082,2010173,44782429,2023,3
1520107,119185,120612,1790982,2023,3
7780799,338215,317053,8611013,2023,3
222128,6783,5222,262978,2023,3
7085654,317682,299543,7830419,2023,3
129964,1733,1651,133234,2023,3
343053,12017,10637,384382,2023,3
2093460,219711,187192,2712840,2023,3
8969082,499534,480487,9970710,2023,3
19205368,1028432,904827,21696926,2023,3
2424831,121565,98192,2646920,2023,3
2005311,139838,127821,2071312,2023,3
8081958,503197,470926,9490539,2023,3
961653,39940,38993,1170461,2023,3
955130,19952,20554,1044590,2023,3
164174,8429,7770,191349,2023,3
1194220,80564,71377,1509805,2023,3
4806781,354312,332232,5574334,2023,3
5390323,203403,155101,6057428,2023,3
982469,19477,8125,1109558,2023,3
1908566,81317,58176,2045654,2023,3
2499288,102609,88800,2902216,2023,3
203,73,92,898,2023,3
1302742,60356,52695,1429829,2023,3
266757,14353,13006,286675,2023,3
1033870,45952,39633,1140847,2023,3
2115,51,56,2307,2023,3
-60,5,2,-42,2023,3
39568756,1900257,1718334,44938596,2023,4
1520107,105318,104080,1810617,2023,4
7780799,294709,275561,8619564,2023,4
222128,6988,4526,265599,2023,4
7085654,274883,260256,7836106,2023,4
129964,1969,1910,133441,2023,4
343053,10869,8869,384418,2023,4
2093460,187244,160174,2740457,2023,4
8969082,431240,402240,9986282,2023,4
19205368,881744,776276,21781719,2023,4
2424831,104753,88648,2654191,2023,4
2005311,118593,108856,2076872,2023,4
8081958,440114,408925,9528461,2023,4
961653,36599,34365,1173369,2023,4
955130,19251,18959,1044751,2023,4
164174,7294,6578,191812,2023,4
1194220,67400,59554,1514421,2023,4
4806781,309570,289469,5604108,2023,4
5390323,166156,126546,6083974,2023,4
982469,12616,6506,1113525,2023,4
1908566,59823,43745,2055357,2023,4
2499288,93717,76295,2915092,2023,4
203,60,58,925,2023,4
1302742,52068,43243,1437296,2023,4
266757,13447,10840,289032,2023,4
1033870,38566,32356,1145946,2023,4
2115,55,47,2318,2023,4
-60,2,3,-43,2023,4
39568756,2025075,1868908,45094287,2023,5
1520107,129808,110173,1838201,2023,5
7780799,308261,299710,8631666,2023,5
222128,7616,4995,267449,2023,5
7085654,288102,282415,7845751,2023,5
129964,1810,1603,133674,2023,5
343053,10733,10697,384792,2023,5
2093460,210580,182963,2761180,2023,5
8969082,454841,439269,10007672,2023,5
19205368,921581,836788,21855612,2023,5
2424831,107711,100440,2665292,2023,5
2005311,121994,116434,2089940,2023,5
8081958,476295,438373,9567216,2023,5
961653,39695,36787,1173225,2023,5
955130,19659,19498,1045827,2023,5
164174,7632,7169,192177,2023,5
1194220,71485,66869,1520476,2023,5
4806781,337824,308050,5635511,2023,5
5390323,162181,135635,6089189,2023,5
982469,11342,7375,1114697,2023,5
1908566,56581,46878,2050803,2023,5
2499288,94258,81382,2923689,2023,5
203,87,60,916,2023,5
1302742,53313,45846,1443059,2023,5
266757,13157,10800,291500,2023,5
1033870,40093,34994,1149232,2023,5
2115,63,52,2327,2023,5
-60,4,5,-44,2023,5
39568756,1937537,1781846,45236465,2023,6
1520107,127289,99705,1851420,2023,6
7780799,290848,278746,8653141,2023,6
222128,7204,5354,268671,2023,6
7085654,271800,262155,7864164,2023,6
129964,1873,1640,134260,2023,6
343053,9971,9597,386046,2023,6
2093460,199343,178620,2786401,2023,6
8969082,445019,423629,10034468,2023,6
19205368,875032,801139,21911074,2023,6
2424831,103379,92278,2674280,2023,6
2005311,121153,108085,2099677,2023,6
8081958,456495,417740,9593372,2023,6
961653,36813,36957,1175574,2023,6
955130,19685,18609,1047869,2023,6
164174,7342,6977,192687,2023,6
1194220,70280,64225,1527017,2023,6
4806781,322375,290972,5650225,2023,6
5390323,143655,138440,6093913,2023,6
982469,8443,7271,1114912,2023,6
1908566,46036,50590,2042105,2023,6
2499288,89176,80579,2936896,2023,6
203,66,75,916,2023,6
1302742,50284,44521,1448916,2023,6
266757,12605,10137,293316,2023,6
1033870,37632,34346,1153255,2023,6
2115,47,38,2345,2023,6
-60,6,7,-39,2023,6
39568756,1903439,1761261,45456188,2023,7
1520107,105351,92132,1856525,2023,7
7780799,293269,271794,8684161,2023,7
222128,6346,5124,269728,2023,7
7085654,273966,255553,7892198,2023,7
129964,1995,1409,134788,2023,7
343053,10962,9708,387447,2023,7
2093460,201134,175913,2814287,2023,7
8969082,440631,413835,10076096,2023,7
19205368,863045,807583,22025166,2023,7
2424831,100214,91226,2686812,2023,7
2005311,120139,110402,2114397,2023,7
8081958,448894,422738,9634882,2023,7
961653,36375,34026,1176105,2023,7
955130,20528,18486,1050247,2023,7
164174,7156,6646,193067,2023,7
1194220,70181,63640,1533166,2023,7
4806781,314654,299940,5682297,2023,7
5390323,143474,138750,6131573,2023,7
982469,7290,7075,1116629,2023,7
1908566,42943,51641,2066856,2023,7
2499288,93241,80034,2948088,2023,7
203,85,85,921,2023,7
1302742,50239,44382,1456581,2023,7
266757,12526,10710,295605,2023,7
1033870,37653,33630,1158617,2023,7
2115,60,42,2359,2023,7
-60,9,4,-47,2023,7
39568756,2117429,1897706,45660802,2023,8
1520107,106003,100898,1862485,2023,8
7780799,329407,298387,8726591,2023,8
222128,6581,5524,270482,2023,8
7085654,308608,280574,7933615,2023,8
129964,2030,1502,135134,2023,8
343053,12188,10787,387360,2023,8
2093460,219955,192069,2834065,2023,8
8969082,488023,446395,10118971,2023,8
19205368,974035,859943,22118746,2023,8
2424831,110203,97671,2699412,2023,8
2005311,133831,119111,2130947,2023,8
8081958,489853,448343,9673442,2023,8
961653,38951,38420,1178102,2023,8
955130,22384,20006,1052524,2023,8
164174,7805,7425,193833,2023,8
1194220,76660,70511,1541638,2023,8
4806781,344053,311981,5707345,2023,8
5390323,183701,146041,6150923,2023,8
982469,8556,6839,1117109,2023,8
1908566,78417,53666,2076255,2023,8
2499288,96728,85536,2957559,2023,8
203,112,107,930,2023,8
1302742,56335,48670,1463092,2023,8
266757,14692,12403,298034,2023,8
1033870,41585,36223,1162664,2023,8
2115,58,44,2394,2023,8
-60,6,14,-56,2023,8
39568756,1941493,1736879,45847818,2023,9
1520107,98717,92757,1860850,2023,9
7780799,303875,261445,8747197,2023,9
222128,6147,5393,271497,2023,9
7085654,286393,244976,7951582,2023,9
129964,1830,1484,135333,2023,9
343053,9505,9592,388785,2023,9
2093460,193833,174055,2844722,2023,9
8969082,459809,416934,10169525,2023,9
19205368,885249,791669,22225563,2023,9
2424831,102335,89735,2714629,2023,9
2005311,128469,111919,2141841,2023,9
8081958,457373,418813,9735752,2023,9
961653,35867,33870,1181167,2023,9
955130,20127,17850,1056072,2023,9
164174,7148,6382,194052,2023,9
1194220,70684,62212,1548101,2023,9
4806781,323547,298499,5756360,2023,9
5390323,145728,126378,6162973,2023,9
982469,7100,6620,1118280,2023,9
1908566,52476,43077,2080874,2023,9
2499288,86152,76681,2963819,2023,9
203,76,67,945,2023,9
1302742,51268,44757,1469423,2023,9
266757,13594,11165,300257,2023,9
1033870,37611,33564,1166778,2023,9
2115,63,28,2388,2023,9
-60,10,19,-39,2023,9
39568756,1963316,1776300,45969179,2023,10
1520107,95429,97064,1839348,2023,10
7780799,287874,267268,8733126,2023,10
222128,5770,4755,271747,2023,10
7085654,269992,252025,7936355,2023,10
129964,1710,1511,135765,2023,10
343053,10402,8977,389259,2023,10
2093460,192681,182024,2825398,2023,10
8969082,479857,429303,10257056,2023,10
19205368,907456,800639,22314275,2023,10
2424831,106576,91359,2724834,2023,10
2005311,128022,117128,2156446,2023,10
8081958,488174,425864,9798242,2023,10
961653,37395,34330,1184016,2023,10
955130,21189,17641,1058502,2023,10
164174,6914,6695,194354,2023,10
1194220,70662,64199,1553032,2023,10
4806781,352014,302999,5808338,2023,10
5390323,133473,121423,6162107,2023,10
982469,6164,4993,1117818,2023,10
1908566,43501,38882,2076122,2023,10
2499288,83808,77548,2968167,2023,10
203,92,77,962,2023,10
1302742,51119,44788,1471684,2023,10
266757,13242,11019,301996,2023,10
1033870,37837,33723,1167285,2023,10
2115,40,46,2403,2023,10
-60,19,2,-24,2023,10
39568756,1881881,1760520,45517275,2023,11
1520107,82678,104180,1785470,2023,11
7780799,251765,265836,8620621,2023,11
222128,5029,4779,271196,2023,11
7085654,235568,250795,7827568,2023,11
129964,1769,1337,135538,2023,11
343053,9399,8925,386319,2023,11
2093460,172371,191695,2748069,2023,11
8969082,506162,418631,10246841,2023,11
19205368,868878,780166,22116274,2023,11
2424831,102238,92033,2699040,2023,11
2005311,126360,111755,2153875,2023,11
8081958,477995,415505,9755572,2023,11
961653,34522,31673,1182053,2023,11
955130,19103,16673,1057776,2023,11
164174,6835,6533,193762,2023,11
1194220,67124,62193,1541394,2023,11
4806781,350411,298433,5780587,2023,11
5390323,117315,118181,6045090,2023,11
982469,4860,5322,1087820,2023,11
1908566,33163,37915,1997257,2023,11
2499288,79292,74944,2960013,2023,11
203,87,70,966,2023,11
1302742,44883,42622,1461731,2023,11
266757,12691,10952,302427,2023,11
1033870,32135,31628,1156917,2023,11
2115,57,42,2387,2023,11
-60,27,12,0,2023,11
39568756,1514522,1966426,45690464,2023,12
1520107,62614,116492,1807952,2023,12
7780799,174255,286760,8686683,2023,12
222128,3939,4490,271714,2023,12
7085654,160970,269757,7892477,2023,12
129964,1418,1645,135391,2023,12
343053,7928,10868,387101,2023,12
2093460,116709,194038,2795148,2023,12
8969082,423436,433651,10207376,2023,12
19205368,737465,935466,22193304,2023,12
2424831,80714,106508,2703079,2023,12
2005311,112698,115269,2149583,2023,12
8081958,407449,450119,9798225,2023,12
961653,28427,30390,1185329,2023,12
955130,14985,15711,1061778,2023,12
164174,5434,6026,194301,2023,12
1194220,51802,63440,1553516,2023,12
4806781,306801,334552,5803301,2023,12
5390323,96346,213363,6072679,2023,12
982469,5679,35677,1092655,2023,12
1908566,18609,97474,2007219,2023,12
2499288,72058,80212,2972805,2023,12
203,80,76,965,2023,12
1302742,40178,50131,1468773,2023,12
266757,11952,11521,307218,2023,12
1033870,28174,38542,1159152,2023,12
2115,52,68,2403,2023,12
-60,43,19,1,2023,12
39568756,2111532,1938343,45998008,2024,1
1520107,115465,92983,1811638,2024,1
7780799,339904,273842,8740794,2024,1
222128,5753,5235,272994,2024,1
7085654,321364,256455,7944186,2024,1
129964,1609,1756,135562,2024,1
343053,11178,10396,388052,2024,1
2093460,220540,173461,2829847,2024,1
8969082,455720,495185,10227114,2024,1
19205368,979901,902871,22388616,2024,1
2424831,105110,101071,2723970,2024,1
2005311,126328,130620,2165593,2024,1
8081958,514239,471586,9847904,2024,1
961653,38586,35310,1188404,2024,1
955130,22207,18205,1063910,2024,1
164174,7544,7005,195126,2024,1
1194220,79692,67570,1561389,2024,1
4806781,366210,343496,5839075,2024,1
5390323,178133,150544,6169148,2024,1
982469,13796,8961,1113180,2024,1
1908566,70067,60105,2066421,2024,1
2499288,94270,81478,2989547,2024,1
203,73,74,969,2024,1
1302742,56018,48976,1481032,2024,1
266757,17068,12277,309833,2024,1
1033870,38882,36647,1168773,2024,1
2115,68,52,2426,2024,1
-60,2,1,-1,2024,1
39568756,2277268,1969724,46243041,2024,2
1520107,114452,110766,1805716,2024,2
7780799,355027,300916,8776717,2024,2
222128,6492,5212,273854,2024,2
7085654,334638,282929,7976677,2024,2
129964,1746,1575,135765,2024,2
343053,12151,11200,390421,2024,2
2093460,215891,181192,2858050,2024,2
8969082,500401,480663,10265650,2024,2
19205368,1091492,896180,22536901,2024,2
2424831,122927,102036,2751014,2024,2
2005311,143452,127442,2173116,2024,2
8081958,509942,460263,9896568,2024,2
961653,38419,35344,1192805,2024,2
955130,20354,18222,1066309,2024,2
164174,7814,6989,196053,2024,2
1194220,76401,68528,1571734,2024,2
4806781,366954,331180,5869667,2024,2
5390323,252442,155973,6226534,2024,2
982469,29419,8894,1120849,2024,2
1908566,122424,63222,2090917,2024,2
2499288,100599,83857,3014768,2024,2
203,79,75,977,2024,2
1302742,62650,50391,1488692,2024,2
266757,15755,13140,311786,2024,2
1033870,46842,37221,1174489,2024,2
2115,53,30,2417,2024,2
-60,5,7,7,2024,2
39568756,2285243,2040210,46482119,2024,3
1520107,109611,115533,1812455,2024,3
7780799,353179,317256,8812770,2024,3
222128,6330,5470,275698,2024,3
7085654,331449,298958,8008537,2024,3
129964,1958,1755,136353,2024,3
343053,13442,11073,392182,2024,3
2093460,218593,190390,2889105,2024,3
8969082,525175,486639,10294372,2024,3
19205368,1078667,930382,22673420,2024,3
2424831,128654,101610,2765457,2024,3
2005311,141681,134158,2182834,2024,3
8081958,534231,485567,9954676,2024,3
961653,40176,35775,1197533,2024,3
955130,21638,19239,1068352,2024,3
164174,8319,7392,197305,2024,3
1194220,81482,71137,1581218,2024,3
4806781,382616,352024,5910268,2024,3
5390323,211336,153950,6267149,2024,3
982469,16075,8406,1124908,2024,3
1908566,82380,57884,2105542,2024,3
2499288,112881,87660,3036699,2024,3
203,87,79,992,2024,3
1302742,62678,55018,1502312,2024,3
266757,16141,14188,315469,2024,3
1033870,46491,40775,1184437,2024,3
2115,46,55,2406,2024,3
-60,18,10,-3,2024,3
39568756,2282232,2043154,46621517,2024,4
1520107,112407,105668,1833116,2024,4
7780799,364004,327951,8831328,2024,4
222128,7171,5327,277331,2024,4
7085654,340901,309041,8023627,2024,4
129964,2536,1948,136912,2024,4
343053,13396,11635,393458,2024,4
2093460,224136,193081,2907948,2024,4
8969082,517650,488928,10302963,2024,4
19205368,1064022,927503,22746172,2024,4
2424831,124756,110313,2772314,2024,4
2005311,137674,127956,2184269,2024,4
8081958,543322,485214,9986791,2024,4
961653,42166,37438,1198918,2024,4
955130,23239,21196,1070923,2024,4
164174,8515,7263,197479,2024,4
1194220,83468,73984,1584286,2024,4
4806781,385934,345333,5935185,2024,4
5390323,194304,153689,6292488,2024,4
982469,12862,8803,1127732,2024,4
1908566,69578,54953,2112263,2024,4
2499288,111864,89933,3052493,2024,4
203,99,84,1019,2024,4
1302742,63867,50247,1509291,2024,4
266757,16944,13261,317228,2024,4
1033870,46886,36938,1189651,2024,4
2115,37,48,2412,2024,4
-60,13,23,-10,2024,4
39568756,2141724,2002326,46827978,2024,5
1520107,129555,108894,1860705,2024,5
7780799,323767,305209,8863806,2024,5
222128,7138,5505,278955,2024,5
7085654,301880,286790,8052177,2024,5
129964,2058,1499,137615,2024,5
343053,12691,11415,395059,2024,5
2093460,214218,195375,2929165,2024,5
8969082,483501,474910,10337844,2024,5
19205368,990679,917927,22836487,2024,5
2424831,116130,109273,2782635,2024,5
2005311,129819,128384,2193007,2024,5
8081958,514068,481953,10035107,2024,5
961653,39550,38165,1201712,2024,5
955130,22267,19696,1073585,2024,5
164174,7615,7441,198273,2024,5
1194220,76576,73508,1590672,2024,5
4806781,368060,343143,5970865,2024,5
5390323,173715,148376,6308187,2024,5
982469,9965,7141,1132214,2024,5
1908566,57112,50391,2109249,2024,5
2499288,106638,90844,3066724,2024,5
203,108,81,1042,2024,5
1302742,56839,49860,1516509,2024,5
266757,14386,12627,320100,2024,5
1033870,42397,37183,1193983,2024,5
2115,56,50,2426,2024,5
-60,4,11,-29,2024,5
39568756,2091777,1885316,47019681,2024,6
1520107,117628,90039,1867887,2024,6
7780799,322423,289945,8913537,2024,6
222128,6746,5122,280183,2024,6
7085654,301460,272910,8098267,2024,6
129964,2227,1524,138067,2024,6
343053,11990,10389,397020,2024,6
2093460,205633,184416,2948872,2024,6
8969082,484018,449137,10372171,2024,6
19205368,962068,871753,22917245,2024,6
2424831,110952,100631,2793968,2024,6
2005311,126437,117699,2201659,2024,6
8081958,506385,458069,10080085,2024,6
961653,38777,35983,1208096,2024,6
955130,21241,18579,1074047,2024,6
164174,7559,6765,198849,2024,6
1194220,74354,67968,1599167,2024,6
4806781,364454,328774,5999926,2024,6
5390323,164430,148731,6319283,2024,6
982469,10563,6081,1134969,2024,6
1908566,49287,52301,2101211,2024,6
2499288,104580,90349,3083103,2024,6
203,103,80,1038,2024,6
1302742,53761,46543,1521212,2024,6
266757,14322,11450,321087,2024,6
1033870,39394,35062,1197682,2024,6
2115,45,31,2443,2024,6
-60,7,26,-31,2024,6
39568756,2205749,2014046,47259203,2024,7
1520107,104538,97356,1869904,2024,7
7780799,357502,307771,8966949,2024,7
222128,6931,5703,281728,2024,7
7085654,335389,289299,8149992,2024,7
129964,2324,1872,137578,2024,7
343053,12858,10897,397651,2024,7
2093460,219232,199525,2962758,2024,7
8969082,507955,473628,10422222,2024,7
19205368,1016516,935758,23037409,2024,7
2424831,119487,108154,2810354,2024,7
2005311,134382,125730,2215993,2024,7
8081958,539336,494358,10121793,2024,7
961653,43176,36792,1213210,2024,7
955130,21612,21150,1074349,2024,7
164174,7678,7102,199323,2024,7
1194220,82233,73738,1608948,2024,7
4806781,384637,355576,6025963,2024,7
5390323,166859,155763,6359065,2024,7
982469,9216,6461,1134091,2024,7
1908566,49273,57311,2126388,2024,7
2499288,108370,91991,3098586,2024,7
203,91,95,1060,2024,7
1302742,56361,51658,1529144,2024,7
266757,14671,13684,323925,2024,7
1033870,41630,37931,1202754,2024,7
