secao_letra,secao_descricao,cnae,descricao_cnae,,,,,,,secao_letra
G,Comércio; reparação de veículos automotores e motocicletas,46.43-5,Comércio atacadista de calçados e artigos de viagem,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.43-5,Comércio atacadista de calçados e artigos de viagem,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.44-3,Comércio atacadista de produtos farmacêuticos para uso humano e veterinário,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.45-1,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.46-0,"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.47-8,"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.49-4,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.49-4,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.49-4,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.51-6,"Comércio atacadista de computadores, periféricos e suprimentos de informática",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.52-4,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.61-3,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.62-1,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.63-0,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.64-8,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.65-6,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.69-9,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.69-9,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.71-1,Comércio atacadista de madeira e produtos derivados,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.72-9,Comércio atacadista de ferragens e ferramentas,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.73-7,Comércio atacadista de material elétrico,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.74-5,Comércio atacadista de cimento,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.79-6,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.81-8,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.82-6,Comércio atacadista de gás liqüefeito de petróleo (GLP),,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.83-4,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.84-2,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.85-1,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.86-9,Comércio atacadista de papel e papelão em bruto e de embalagens,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.87-7,Comércio atacadista de resíduos e sucatas,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.89-3,Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.89-3,Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.89-3,Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.89-3,Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.91-5,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.92-3,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.93-1,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.11-3,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.11-3,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.12-1,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.13-0,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.21-1,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.21-1,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.21-1,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.22-9,Comércio varejista de carnes e pescados - açougues e peixarias,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.22-9,Comércio varejista de carnes e pescados - açougues e peixarias,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.23-7,Comércio varejista de bebidas,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.24-5,Comércio varejista de hortifrutigranjeiros,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.29-6,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.29-6,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.31-8,Comércio varejista de combustíveis para veículos automotores,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.32-6,Comércio varejista de lubrificantes,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.41-5,Comércio varejista de tintas e materiais para pintura,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.42-3,Comércio varejista de material elétrico,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.43-1,Comércio varejista de vidros,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.44-0,"Comércio varejista de ferragens, madeira e materiais de construção",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.51-2,Comércio varejista especializado de equipamentos e suprimentos de informática,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.52-1,Comércio varejista especializado de equipamentos de telefonia e comunicação,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.53-9,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.54-7,"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.55-5,"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.56-3,Comércio varejista especializado de instrumentos musicais e acessórios,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.57-1,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.59-8,Comércio varejista de artigos de uso doméstico não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.59-8,Comércio varejista de artigos de uso doméstico não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.61-0,"Comércio varejista de livros, jornais, revistas e papelaria",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.62-8,"Comércio varejista de discos, CDs, DVDs e fitas",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.63-6,Comércio varejista de artigos recreativos e esportivos,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.71-7,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.72-5,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.73-3,Comércio varejista de artigos médicos e ortopédicos,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.74-1,Comércio varejista de artigos de óptica,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.81-4,Comércio varejista de artigos do vestuário e acessórios,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.82-2,Comércio varejista de calçados e artigos de viagem,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.83-1,Comércio varejista de jóias e relógios,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.84-9,Comércio varejista de gás liqüefeito de petróleo (GLP),,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.85-7,Comércio varejista de artigos usados,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.89-0,Comércio varejista de outros produtos novos não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.89-0,Comércio varejista de outros produtos novos não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.89-0,Comércio varejista de outros produtos novos não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.89-0,Comércio varejista de outros produtos novos não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,47.90-3,Comércio ambulante e outros tipos de comércio varejista,,,,,,,G
H,"Transporte, armazenagem e correio",49.11-6,Transporte ferroviário de carga,,,,,,,H
H,"Transporte, armazenagem e correio",49.12-4,Transporte metroferroviário de passageiros,,,,,,,H
H,"Transporte, armazenagem e correio",49.12-4,Transporte metroferroviário de passageiros,,,,,,,H
H,"Transporte, armazenagem e correio",49.12-4,Transporte metroferroviário de passageiros,,,,,,,H
H,"Transporte, armazenagem e correio",49.12-4,Transporte metroferroviário de passageiros,,,,,,,H
H,"Transporte, armazenagem e correio",49.21-3,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana",,,,,,,H
H,"Transporte, armazenagem e correio",49.21-3,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana",,,,,,,H
H,"Transporte, armazenagem e correio",49.22-1,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional",,,,,,,H
H,"Transporte, armazenagem e correio",49.23-0,Transporte rodoviário de táxi,,,,,,,H
H,"Transporte, armazenagem e correio",49.24-8,Transporte escolar,,,,,,,H
H,"Transporte, armazenagem e correio",49.29-9,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente",,,,,,,H
H,"Transporte, armazenagem e correio",49.30-2,Transporte rodoviário de carga,,,,,,,H
H,"Transporte, armazenagem e correio",49.30-2,Transporte rodoviário de carga,,,,,,,H
H,"Transporte, armazenagem e correio",49.30-2,Transporte rodoviário de carga,,,,,,,H
H,"Transporte, armazenagem e correio",49.40-0,Transporte dutoviário,,,,,,,H
H,"Transporte, armazenagem e correio",49.50-7,"Trens turísticos, teleféricos e similares",,,,,,,H
H,"Transporte, armazenagem e correio",50.11-4,Transporte marítimo de cabotagem,,,,,,,H
H,"Transporte, armazenagem e correio",50.12-2,Transporte marítimo de longo curso,,,,,,,H
H,"Transporte, armazenagem e correio",50.21-1,Transporte por navegação interior de carga,,,,,,,H
H,"Transporte, armazenagem e correio",50.22-0,Transporte por navegação interior de passageiros em linhas regulares,,,,,,,H
H,"Transporte, armazenagem e correio",50.30-1,Navegação de apoio,,,,,,,H
H,"Transporte, armazenagem e correio",50.91-2,Transporte por navegação de travessia,,,,,,,H
H,"Transporte, armazenagem e correio",50.99-8,Transportes aquaviários não especificados anteriormente,,,,,,,H
H,"Transporte, armazenagem e correio",50.99-8,Transportes aquaviários não especificados anteriormente,,,,,,,H
H,"Transporte, armazenagem e correio",51.11-1,Transporte aéreo de passageiros regular,,,,,,,H
H,"Transporte, armazenagem e correio",51.12-9,Transporte aéreo de passageiros não-regular,,,,,,,H
H,"Transporte, armazenagem e correio",51.20-0,Transporte aéreo de carga,,,,,,,H
H,"Transporte, armazenagem e correio",51.20-0,Transporte aéreo de carga,,,,,,,H
H,"Transporte, armazenagem e correio",51.30-7,Transporte espacial,,,,,,,H
H,"Transporte, armazenagem e correio",52.11-7,Armazenamento,,,,,,,H
H,"Transporte, armazenagem e correio",52.11-7,Armazenamento,,,,,,,H
H,"Transporte, armazenagem e correio",52.12-5,Carga e descarga,,,,,,,H
H,"Transporte, armazenagem e correio",52.21-4,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",,,,,,,H
H,"Transporte, armazenagem e correio",52.22-2,Terminais rodoviários e ferroviários,,,,,,,H
H,"Transporte, armazenagem e correio",52.23-1,Estacionamento de veículos,,,,,,,H
H,"Transporte, armazenagem e correio",52.29-0,Atividades auxiliares dos transportes terrestres não especificadas anteriormente,,,,,,,H
H,"Transporte, armazenagem e correio",52.29-0,Atividades auxiliares dos transportes terrestres não especificadas anteriormente,,,,,,,H
H,"Transporte, armazenagem e correio",52.31-1,Gestão de portos e terminais,,,,,,,H
H,"Transporte, armazenagem e correio",52.32-0,Atividades de agenciamento marítimo,,,,,,,H
H,"Transporte, armazenagem e correio",52.39-7,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,,,,,,,H
H,"Transporte, armazenagem e correio",52.40-1,Atividades auxiliares dos transportes aéreos,,,,,,,H
H,"Transporte, armazenagem e correio",52.50-8,Atividades relacionadas à organização do transporte de carga,,,,,,,H
H,"Transporte, armazenagem e correio",53.10-5,Atividades de Correio,,,,,,,H
H,"Transporte, armazenagem e correio",53.20-2,Atividades de malote e de entrega,,,,,,,H
I,Alojamento e alimentação,55.10-8,Hotéis e similares,,,,,,,I
I,Alojamento e alimentação,55.90-6,Outros tipos de alojamento não especificados anteriormente,,,,,,,I
I,Alojamento e alimentação,56.11-2,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,,,,,,,I
I,Alojamento e alimentação,56.11-2,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,,,,,,,I
I,Alojamento e alimentação,56.12-1,Serviços ambulantes de alimentação,,,,,,,I
I,Alojamento e alimentação,56.20-1,"Serviços de catering, bufê e outros serviços de comida preparada",,,,,,,I
I,Alojamento e alimentação,56.20-1,"Serviços de catering, bufê e outros serviços de comida preparada",,,,,,,I
J,Informação e comunicação,58.11-5,Edição de livros,,,,,,,J
J,Informação e comunicação,58.11-5,Edição de livros,,,,,,,J
J,Informação e comunicação,58.11-5,Edição de livros,,,,,,,J
J,Informação e comunicação,58.12-3,Edição de jornais,,,,,,,J
J,Informação e comunicação,58.12-3,Edição de jornais,,,,,,,J
J,Informação e comunicação,58.13-1,Edição de revistas,,,,,,,J
J,Informação e comunicação,58.13-1,Edição de revistas,,,,,,,J
J,Informação e comunicação,58.19-1,"Edição de cadastros, listas e outros produtos gráficos",,,,,,,J
J,Informação e comunicação,58.19-1,"Edição de cadastros, listas e outros produtos gráficos",,,,,,,J
J,Informação e comunicação,58.21-2,Edição integrada à impressão de livros,,,,,,,J
J,Informação e comunicação,58.22-1,Edição integrada à impressão de jornais,,,,,,,J
J,Informação e comunicação,58.23-9,Edição integrada à impressão de revistas,,,,,,,J
J,Informação e comunicação,58.29-8,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",,,,,,,J
J,Informação e comunicação,59.11-1,"Atividades de produção cinematográfica, de vídeos e de programas de televisão",,,,,,,J
J,Informação e comunicação,59.12-0,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão",,,,,,,J
J,Informação e comunicação,59.13-8,"Distribuição cinematográfica, de vídeo e de programas de televisão",,,,,,,J
J,Informação e comunicação,59.13-8,"Distribuição cinematográfica, de vídeo e de programas de televisão",,,,,,,J
J,Informação e comunicação,59.14-6,Atividades de exibição cinematográfica,,,,,,,J
J,Informação e comunicação,59.20-1,Atividades de gravação de som e de edição de música,,,,,,,J
J,Informação e comunicação,59.20-1,Atividades de gravação de som e de edição de música,,,,,,,J
J,Informação e comunicação,59.20-1,Atividades de gravação de som e de edição de música,,,,,,,J
J,Informação e comunicação,59.20-1,Atividades de gravação de som e de edição de música,,,,,,,J
J,Informação e comunicação,60.10-1,Atividades de rádio,,,,,,,J
J,Informação e comunicação,60.10-1,Atividades de rádio,,,,,,,J
J,Informação e comunicação,60.21-7,Atividades de televisão aberta,,,,,,,J
J,Informação e comunicação,60.22-5,Programadoras e atividades relacionadas à televisão por assinatura,,,,,,,J
J,Informação e comunicação,61.10-8,Telecomunicações por fio,,,,,,,J
J,Informação e comunicação,61.20-5,Telecomunicações sem fio,,,,,,,J
J,Informação e comunicação,61.30-2,Telecomunicações por satélite,,,,,,,J
J,Informação e comunicação,61.41-8,Operadoras de televisão por assinatura por cabo,,,,,,,J
J,Informação e comunicação,61.41-8,Operadoras de televisão por assinatura por cabo,,,,,,,J
J,Informação e comunicação,61.42-6,Operadoras de televisão por assinatura por microondas,,,,,,,J
J,Informação e comunicação,61.42-6,Operadoras de televisão por assinatura por microondas,,,,,,,J
J,Informação e comunicação,61.43-4,Operadoras de televisão por assinatura por satélite,,,,,,,J
J,Informação e comunicação,61.43-4,Operadoras de televisão por assinatura por satélite,,,,,,,J
J,Informação e comunicação,61.90-6,Outras atividades de telecomunicações,,,,,,,J
J,Informação e comunicação,62.01-5,Desenvolvimento de programas de computador sob encomenda,,,,,,,J
J,Informação e comunicação,62.01-5,Desenvolvimento de programas de computador sob encomenda,,,,,,,J
J,Informação e comunicação,62.02-3,Desenvolvimento e licenciamento de programas de computador customizáveis,,,,,,,J
J,Informação e comunicação,62.03-1,Desenvolvimento e licenciamento de programas de computador não-customizáveis,,,,,,,J
J,Informação e comunicação,62.04-0,Consultoria em tecnologia da informação,,,,,,,J
J,Informação e comunicação,62.04-0,Consultoria em tecnologia da informação,,,,,,,J
J,Informação e comunicação,62.09-1,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",,,,,,,J
J,Informação e comunicação,63.11-9,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",,,,,,,J
J,Informação e comunicação,63.11-9,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",,,,,,,J
J,Informação e comunicação,63.19-4,"Portais, provedores de conteúdo e outros serviços de informação na internet",,,,,,,J
J,Informação e comunicação,63.91-7,Agências de notícias,,,,,,,J
J,Informação e comunicação,63.99-2,Outras atividades de prestação de serviços de informação não especificadas anteriormente,,,,,,,J
K,"Atividades financeiras, de seguros e serviços relacionados",64.10-7,Banco Central,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.21-2,Bancos comerciais,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.22-1,"Bancos múltiplos, com carteira comercial",,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.23-9,Caixas econômicas,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.24-7,Crédito cooperativo,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.31-0,"Bancos múltiplos, sem carteira comercial",,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.32-8,Bancos de investimento,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.33-6,Bancos de desenvolvimento,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.34-4,Agências de fomento,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.35-2,Crédito imobiliário,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.36-1,"Sociedades de crédito, financiamento e investimento - financeiras",,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.37-9,Sociedades de crédito ao microempreendedor,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.38-7,Bancos de câmbio e outras instituições de intermediação não-monetária,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.40-9,Arrendamento mercantil,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.50-6,Sociedades de capitalização,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.61-1,Holdings de instituições financeiras,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.62-0,Holdings de instituições não-financeiras,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.63-8,"Outras sociedades de participação, exceto holdings",,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.70-1,Fundos de investimento,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.91-3,Sociedades de fomento mercantil - factoring,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.92-1,Securitização de créditos,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.93-0,Administração de consórcios para aquisição de bens e direitos,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.99-9,Outras atividades de serviços financeiros não especificadas anteriormente,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",64.99-9,Outras atividades de serviços financeiros não especificadas anteriormente,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",65.11-1,Seguros de vida,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",65.12-0,Seguros não-vida,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",65.20-1,Seguros-saúde,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",65.30-8,Resseguros,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",65.41-3,Previdência complementar fechada,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",65.42-1,Previdência complementar aberta,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",65.50-2,Planos de saúde,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.11-8,Administração de bolsas e mercados de balcão organizados,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.12-6,"Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias",,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.13-4,Administração de cartões de crédito,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.19-3,Atividades auxiliares dos serviços financeiros não especificadas anteriormente,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.21-5,Avaliação de riscos e perdas,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.22-3,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.29-1,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.30-4,Atividades de administração de fundos por contrato ou comissão,,,,,,,K
K,"Atividades financeiras, de seguros e serviços relacionados",66.30-4,Atividades de administração de fundos por contrato ou comissão,,,,,,,K
L,Atividades imobiliárias,68.10-2,Atividades imobiliárias de imóveis próprios,,,,,,,L
L,Atividades imobiliárias,68.10-2,Atividades imobiliárias de imóveis próprios,,,,,,,L
L,Atividades imobiliárias,68.21-8,"Intermediação na compra, venda e aluguel de imóveis",,,,,,,L
L,Atividades imobiliárias,68.21-8,"Intermediação na compra, venda e aluguel de imóveis",,,,,,,L
L,Atividades imobiliárias,68.22-6,Gestão e administração da propriedade imobiliária,,,,,,,L
M,"Atividades profissionais, científicas e técnicas",69.11-7,"Atividades jurídicas, exceto cartórios",,,,,,,M
M,"Atividades profissionais, científicas e técnicas",69.12-5,Cartórios,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",69.20-6,"Atividades de contabilidade, consultoria e auditoria contábil e tributária",,,,,,,M
M,"Atividades profissionais, científicas e técnicas",70.10-7,Sedes de empresas e unidades administrativas locais,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",70.20-4,Atividades de consultoria em gestão empresarial,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",71.11-1,Serviços de arquitetura,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",71.12-0,Serviços de engenharia,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",71.19-7,Atividades técnicas relacionadas à arquitetura e engenharia,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",71.19-7,Atividades técnicas relacionadas à arquitetura e engenharia,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",71.20-1,Testes e análises técnicas,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",72.10-0,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",72.20-7,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",73.11-4,Agências de publicidade,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",73.12-2,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",,,,,,,M
M,"Atividades profissionais, científicas e técnicas",73.19-0,Atividades de publicidade não especificadas anteriormente,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",73.19-0,Atividades de publicidade não especificadas anteriormente,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",73.20-3,Pesquisas de mercado e de opinião pública,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",74.10-2,Design e decoração de interiores,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",74.20-0,Atividades fotográficas e similares,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",74.20-0,Atividades fotográficas e similares,,,,,,,M
M,"Atividades profissionais, científicas e técnicas",74.90-1,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",,,,,,,M
M,"Atividades profissionais, científicas e técnicas",74.90-1,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",,,,,,,M
M,"Atividades profissionais, científicas e técnicas",75.00-1,Atividades veterinárias,,,,,,,M
N,Atividades administrativas e serviços complementares,77.11-0,Locação de automóveis sem condutor,,,,,,,N
N,Atividades administrativas e serviços complementares,77.19-5,"Locação de meios de transporte, exceto automóveis, sem condutor",,,,,,,N
