secao_letra,secao_descricao,cnae,descricao_cnae,,,,,,,secao_letra
C,Indústrias de transformação,25.93-4,Fabricação de artigos de metal para uso doméstico e pessoal,,,,,,,C
C,Indústrias de transformação,25.99-3,Fabricação de produtos de metal não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,26.10-8,Fabricação de componentes eletrônicos,,,,,,,C
C,Indústrias de transformação,26.21-3,Fabricação de equipamentos de informática,,,,,,,C
C,Indústrias de transformação,26.22-1,Fabricação de periféricos para equipamentos de informática,,,,,,,C
C,Indústrias de transformação,26.31-1,Fabricação de equipamentos transmissores de comunicação,,,,,,,C
C,Indústrias de transformação,26.32-9,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,,,,,,,C
C,Indústrias de transformação,26.32-9,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,,,,,,,C
C,Indústrias de transformação,26.40-0,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",,,,,,,C
C,Indústrias de transformação,26.51-5,"Fabricação de aparelhos e equipamentos de medida, teste e controle",,,,,,,C
C,Indústrias de transformação,26.51-5,"Fabricação de aparelhos e equipamentos de medida, teste e controle",,,,,,,C
C,Indústrias de transformação,26.52-3,Fabricação de cronômetros e relógios,,,,,,,C
C,Indústrias de transformação,26.60-4,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,,,,,,,C
C,Indústrias de transformação,26.70-1,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",,,,,,,C
C,Indústrias de transformação,26.80-9,"Fabricação de mídias virgens, magnéticas e ópticas",,,,,,,C
C,Indústrias de transformação,27.10-4,"Fabricação de geradores, transformadores e motores elétricos",,,,,,,C
C,Indústrias de transformação,27.10-4,"Fabricação de geradores, transformadores e motores elétricos",,,,,,,C
C,Indústrias de transformação,27.10-4,"Fabricação de geradores, transformadores e motores elétricos",,,,,,,C
C,Indústrias de transformação,27.21-0,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",,,,,,,C
C,Indústrias de transformação,27.22-8,Fabricação de baterias e acumuladores para veículos automotores,,,,,,,C
C,Indústrias de transformação,27.31-7,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,,,,,,,C
C,Indústrias de transformação,27.32-5,Fabricação de material elétrico para instalações em circuito de consumo,,,,,,,C
C,Indústrias de transformação,27.33-3,"Fabricação de fios, cabos e condutores elétricos isolados",,,,,,,C
C,Indústrias de transformação,27.33-3,"Fabricação de fios, cabos e condutores elétricos isolados",,,,,,,C
C,Indústrias de transformação,27.40-6,Fabricação de lâmpadas e outros equipamentos de iluminação,,,,,,,C
C,Indústrias de transformação,27.40-6,Fabricação de lâmpadas e outros equipamentos de iluminação,,,,,,,C
C,Indústrias de transformação,27.51-1,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",,,,,,,C
C,Indústrias de transformação,27.59-7,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,28.11-9,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",,,,,,,C
C,Indústrias de transformação,28.12-7,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",,,,,,,C
C,Indústrias de transformação,28.13-5,"Fabricação de válvulas, registros e dispositivos semelhantes",,,,,,,C
C,Indústrias de transformação,28.14-3,Fabricação de compressores,,,,,,,C
C,Indústrias de transformação,28.15-1,Fabricação de equipamentos de transmissão para fins industriais,,,,,,,C
C,Indústrias de transformação,28.21-6,Fabricação de aparelhos e equipamentos para instalações térmicas,,,,,,,C
C,Indústrias de transformação,28.21-6,Fabricação de aparelhos e equipamentos para instalações térmicas,,,,,,,C
C,Indústrias de transformação,28.22-4,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",,,,,,,C
C,Indústrias de transformação,28.23-2,Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,,,,,,,C
C,Indústrias de transformação,28.24-1,Fabricação de aparelhos e equipamentos de ar condicionado,,,,,,,C
C,Indústrias de transformação,28.25-9,Fabricação de máquinas e equipamentos para saneamento básico e ambiental,,,,,,,C
C,Indústrias de transformação,28.29-1,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,28.29-1,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,28.29-1,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,28.29-1,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,28.31-3,Fabricação de tratores agrícolas,,,,,,,C
C,Indústrias de transformação,28.32-1,Fabricação de equipamentos para irrigação agrícola,,,,,,,C
C,Indústrias de transformação,28.33-0,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",,,,,,,C
C,Indústrias de transformação,28.40-2,Fabricação de máquinas-ferramenta,,,,,,,C
C,Indústrias de transformação,28.51-8,Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo,,,,,,,C
C,Indústrias de transformação,28.52-6,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",,,,,,,C
C,Indústrias de transformação,28.53-4,"Fabricação de tratores, exceto agrícolas",,,,,,,C
C,Indústrias de transformação,28.54-2,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",,,,,,,C
C,Indústrias de transformação,28.54-2,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",,,,,,,C
C,Indústrias de transformação,28.61-5,"Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",,,,,,,C
C,Indústrias de transformação,28.62-3,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",,,,,,,C
C,Indústrias de transformação,28.63-1,Fabricação de máquinas e equipamentos para a indústria têxtil,,,,,,,C
C,Indústrias de transformação,28.64-0,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados",,,,,,,C
C,Indústrias de transformação,28.65-8,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",,,,,,,C
C,Indústrias de transformação,28.66-6,Fabricação de máquinas e equipamentos para a indústria do plástico,,,,,,,C
C,Indústrias de transformação,28.69-1,Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,29.10-7,"Fabricação de automóveis, camionetas e utilitários",,,,,,,C
C,Indústrias de transformação,29.20-4,Fabricação de caminhões e ônibus,,,,,,,C
C,Indústrias de transformação,29.30-1,"Fabricação de cabines, carrocerias e reboques para veículos automotores",,,,,,,C
C,Indústrias de transformação,29.30-1,"Fabricação de cabines, carrocerias e reboques para veículos automotores",,,,,,,C
C,Indústrias de transformação,29.30-1,"Fabricação de cabines, carrocerias e reboques para veículos automotores",,,,,,,C
C,Indústrias de transformação,29.41-7,Fabricação de peças e acessórios para o sistema motor de veículos automotores,,,,,,,C
C,Indústrias de transformação,29.42-5,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,,,,,,,C
C,Indústrias de transformação,29.43-3,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,,,,,,,C
C,Indústrias de transformação,29.44-1,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,,,,,,,C
C,Indústrias de transformação,29.45-0,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",,,,,,,C
C,Indústrias de transformação,29.49-2,Fabricação de peças e acessórios para veículos automotores não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,29.50-6,Recondicionamento e recuperação de motores para veículos automotores,,,,,,,C
C,Indústrias de transformação,30.11-3,Construção de embarcações e estruturas flutuantes,,,,,,,C
C,Indústrias de transformação,30.12-1,Construção de embarcações para esporte e lazer,,,,,,,C
C,Indústrias de transformação,30.31-8,"Fabricação de locomotivas, vagões e outros materiais rodantes",,,,,,,C
C,Indústrias de transformação,30.32-6,Fabricação de peças e acessórios para veículos ferroviários,,,,,,,C
C,Indústrias de transformação,30.41-5,Fabricação de aeronaves,,,,,,,C
C,Indústrias de transformação,30.42-3,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",,,,,,,C
C,Indústrias de transformação,30.50-4,Fabricação de veículos militares de combate,,,,,,,C
C,Indústrias de transformação,30.91-1,Fabricação de motocicletas,,,,,,,C
C,Indústrias de transformação,30.92-0,Fabricação de bicicletas e triciclos não-motorizados,,,,,,,C
C,Indústrias de transformação,30.92-0,Fabricação de bicicletas e triciclos não-motorizados,,,,,,,C
C,Indústrias de transformação,30.99-7,Fabricação de equipamentos de transporte não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,31.01-2,Fabricação de móveis com predominância de madeira,,,,,,,C
C,Indústrias de transformação,31.02-1,Fabricação de móveis com predominância de metal,,,,,,,C
C,Indústrias de transformação,31.02-1,Fabricação de móveis com predominância de metal,,,,,,,C
C,Indústrias de transformação,31.03-9,"Fabricação de móveis de outros materiais, exceto madeira e metal",,,,,,,C
C,Indústrias de transformação,31.04-7,Fabricação de colchões,,,,,,,C
C,Indústrias de transformação,32.11-6,Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria,,,,,,,C
C,Indústrias de transformação,32.12-4,Fabricação de bijuterias e artefatos semelhantes,,,,,,,C
C,Indústrias de transformação,32.20-5,Fabricação de instrumentos musicais,,,,,,,C
C,Indústrias de transformação,32.30-2,Fabricação de artefatos para pesca e esporte,,,,,,,C
C,Indústrias de transformação,32.40-0,Fabricação de brinquedos e jogos recreativos,,,,,,,C
C,Indústrias de transformação,32.50-7,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,,,,,,,C
C,Indústrias de transformação,32.50-7,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,,,,,,,C
C,Indústrias de transformação,32.50-7,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,,,,,,,C
C,Indústrias de transformação,32.50-7,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,,,,,,,C
C,Indústrias de transformação,32.50-7,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,,,,,,,C
C,Indústrias de transformação,32.50-7,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,,,,,,,C
C,Indústrias de transformação,32.91-4,"Fabricação de escovas, pincéis e vassouras",,,,,,,C
C,Indústrias de transformação,32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,,,,,,,C
C,Indústrias de transformação,32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,,,,,,,C
C,Indústrias de transformação,32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,,,,,,,C
C,Indústrias de transformação,32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,,,,,,,C
C,Indústrias de transformação,32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,,,,,,,C
C,Indústrias de transformação,32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,,,,,,,C
C,Indústrias de transformação,32.99-0,Fabricação de produtos diversos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,32.99-0,Fabricação de produtos diversos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,32.99-0,Fabricação de produtos diversos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,32.99-0,Fabricação de produtos diversos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,32.99-0,Fabricação de produtos diversos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,32.99-0,Fabricação de produtos diversos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.11-2,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",,,,,,,C
C,Indústrias de transformação,33.11-2,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",,,,,,,C
C,Indústrias de transformação,33.12-1,Manutenção e reparação de equipamentos eletrônicos e ópticos,,,,,,,C
C,Indústrias de transformação,33.12-1,Manutenção e reparação de equipamentos eletrônicos e ópticos,,,,,,,C
C,Indústrias de transformação,33.12-1,Manutenção e reparação de equipamentos eletrônicos e ópticos,,,,,,,C
C,Indústrias de transformação,33.12-1,Manutenção e reparação de equipamentos eletrônicos e ópticos,,,,,,,C
C,Indústrias de transformação,33.13-9,Manutenção e reparação de máquinas e equipamentos elétricos,,,,,,,C
C,Indústrias de transformação,33.13-9,Manutenção e reparação de máquinas e equipamentos elétricos,,,,,,,C
C,Indústrias de transformação,33.13-9,Manutenção e reparação de máquinas e equipamentos elétricos,,,,,,,C
C,Indústrias de transformação,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,,,,,,,C
C,Indústrias de transformação,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,,,,,,,C
C,Indústrias de transformação,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,,,,,,,C
C,Indústrias de transformação,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,,,,,,,C
C,Indústrias de transformação,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,,,,,,,C
C,Indústrias de transformação,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,,,,,,,C
C,Indústrias de transformação,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,,,,,,,C
C,Indústrias de transformação,33.15-5,Manutenção e reparação de veículos ferroviários,,,,,,,C
C,Indústrias de transformação,33.16-3,Manutenção e reparação de aeronaves,,,,,,,C
C,Indústrias de transformação,33.16-3,Manutenção e reparação de aeronaves,,,,,,,C
C,Indústrias de transformação,33.17-1,Manutenção e reparação de embarcações,,,,,,,C
C,Indústrias de transformação,33.17-1,Manutenção e reparação de embarcações,,,,,,,C
C,Indústrias de transformação,33.17-1,Manutenção e reparação de embarcações,,,,,,,C
C,Indústrias de transformação,33.19-8,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.19-8,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.19-8,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.19-8,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.19-8,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.21-0,Instalação de máquinas e equipamentos industriais,,,,,,,C
C,Indústrias de transformação,33.29-5,Instalação de equipamentos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.29-5,Instalação de equipamentos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.29-5,Instalação de equipamentos não especificados anteriormente,,,,,,,C
C,Indústrias de transformação,33.29-5,Instalação de equipamentos não especificados anteriormente,,,,,,,C
D,Eletricidade e gás,35.11-5,Geração de energia elétrica,,,,,,,D
D,Eletricidade e gás,35.12-3,Transmissão de energia elétrica,,,,,,,D
D,Eletricidade e gás,35.13-1,Comércio atacadista de energia elétrica,,,,,,,D
D,Eletricidade e gás,35.14-0,Distribuição de energia elétrica,,,,,,,D
D,Eletricidade e gás,35.20-4,Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas,,,,,,,D
D,Eletricidade e gás,35.30-1,"Produção e distribuição de vapor, água quente e ar condicionado",,,,,,,D
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",36.00-6,"Captação, tratamento e distribuição de água",,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",36.00-6,"Captação, tratamento e distribuição de água",,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",37.01-1,Gestão de redes de esgoto,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",37.02-9,"Atividades relacionadas a esgoto, exceto a gestão de redes",,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.11-4,Coleta de resíduos não-perigosos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.11-4,Coleta de resíduos não-perigosos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.12-2,Coleta de resíduos perigosos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.12-2,Coleta de resíduos perigosos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.21-1,Tratamento e disposição de resíduos não-perigosos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.22-0,Tratamento e disposição de resíduos perigosos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.22-0,Tratamento e disposição de resíduos perigosos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.31-9,Recuperação de materiais metálicos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.32-7,Recuperação de materiais plásticos,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.39-4,Recuperação de materiais não especificados anteriormente,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38.39-4,Recuperação de materiais não especificados anteriormente,,,,,,,E
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",39.00-5,Descontaminação e outros serviços de gestão de resíduos,,,,,,,E
F,Construção,41.10-7,Incorporação de empreendimentos imobiliários,,,,,,,F
F,Construção,41.20-4,Construção de edifícios,,,,,,,F
F,Construção,42.11-1,Construção de rodovias e ferrovias,,,,,,,F
F,Construção,42.12-0,Construção de obras-de-arte especiais,,,,,,,F
F,Construção,42.13-8,"Obras de urbanização - ruas, praças e calçadas",,,,,,,F
F,Construção,42.21-9,Obras para geração e distribuição de energia elétrica e para telecomunicações,,,,,,,F
F,Construção,42.21-9,Obras para geração e distribuição de energia elétrica e para telecomunicações,,,,,,,F
F,Construção,42.22-7,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",,,,,,,F
F,Construção,42.23-5,"Construção de redes de transportes por dutos, exceto para água e esgoto",,,,,,,F
F,Construção,42.91-0,"Obras portuárias, marítimas e fluviais",,,,,,,F
F,Construção,42.92-8,Montagem de instalações industriais e de estruturas metálicas,,,,,,,F
F,Construção,42.99-5,Obras de engenharia civil não especificadas anteriormente,,,,,,,F
F,Construção,42.99-5,Obras de engenharia civil não especificadas anteriormente,,,,,,,F
F,Construção,43.11-8,Demolição e preparação de canteiros de obras,,,,,,,F
F,Construção,43.11-8,Demolição e preparação de canteiros de obras,,,,,,,F
F,Construção,43.12-6,Perfurações e sondagens,,,,,,,F
F,Construção,43.13-4,Obras de terraplenagem,,,,,,,F
F,Construção,43.13-4,Obras de terraplenagem,,,,,,,F
F,Construção,43.13-4,Obras de terraplenagem,,,,,,,F
F,Construção,43.19-3,Serviços de preparação do terreno não especificados anteriormente,,,,,,,F
F,Construção,43.19-3,Serviços de preparação do terreno não especificados anteriormente,,,,,,,F
F,Construção,43.21-5,Instalações elétricas,,,,,,,F
F,Construção,43.22-3,"Instalações hidráulicas, de sistemas de ventilação e refrigeração",,,,,,,F
F,Construção,43.22-3,"Instalações hidráulicas, de sistemas de ventilação e refrigeração",,,,,,,F
F,Construção,43.29-1,Obras de instalações em construções não especificadas anteriormente,,,,,,,F
F,Construção,43.29-1,Obras de instalações em construções não especificadas anteriormente,,,,,,,F
F,Construção,43.30-4,Obras de acabamento,,,,,,,F
F,Construção,43.30-4,Obras de acabamento,,,,,,,F
F,Construção,43.91-6,Obras de fundações,,,,,,,F
F,Construção,43.91-6,Obras de fundações,,,,,,,F
F,Construção,43.99-1,Serviços especializados para construção não especificados anteriormente,,,,,,,F
F,Construção,43.99-1,Serviços especializados para construção não especificados anteriormente,,,,,,,F
F,Construção,43.99-1,Serviços especializados para construção não especificados anteriormente,,,,,,,F
F,Construção,43.99-1,Serviços especializados para construção não especificados anteriormente,,,,,,,F
F,Construção,43.99-1,Serviços especializados para construção não especificados anteriormente,,,,,,,F
G,Comércio; reparação de veículos automotores e motocicletas,45.11-1,Comércio a varejo e por atacado de veículos automotores,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,45.12-9,Representantes comerciais e agentes do comércio de veículos automotores,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,45.20-0,Manutenção e reparação de veículos automotores,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,45.30-7,Comércio de peças e acessórios para veículos automotores,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,45.41-2,"Comércio por atacado e a varejo de motocicletas, peças e acessórios",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,45.42-1,"Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,45.43-9,Manutenção e reparação de motocicletas,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.11-7,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.12-5,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.13-3,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.14-1,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.15-0,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.16-8,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.17-6,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.18-4,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.19-2,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.21-4,Comércio atacadista de café em grão,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.22-2,Comércio atacadista de soja,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.31-1,Comércio atacadista de leite e laticínios,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.32-0,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.33-8,Comércio atacadista de hortifrutigranjeiros,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.34-6,"Comércio atacadista de carnes, produtos da carne e pescado",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.34-6,"Comércio atacadista de carnes, produtos da carne e pescado",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.35-4,Comércio atacadista de bebidas,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.36-2,Comércio atacadista de produtos do fumo,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.37-1,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.39-7,Comércio atacadista de produtos alimentícios em geral,,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.41-9,"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho",,,,,,,G
G,Comércio; reparação de veículos automotores e motocicletas,46.42-7,Comércio atacadista de artigos do vestuário e acessórios,,,,,,,G
